"study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_an","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_evs5","mm_mode_fu_evs5","mm_matrix_group_evs5","mm_fw_start_fu_evs5","mm_fw_end_fu_evs5","mm_year_fu_evs5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_evs5","mm_v278a_fu_r_evs5","mm_v279a_fu_r_evs5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","a001","a002","a003","a004","a005","a006","a008","a009","a170","a173","a027","a029","a030","a032","a034","a035","a038","a039","a040","a041","a042","a065","a066","a067","a068","a071","a072","a074","a078","a079","a080_01","a080_02","a124_02","a124_03","a124_06","a124_08","a124_09","a165","b008","c001","c001_01","c002","c002_01","d081","d026_03","d026_05","c038","c039","c041","d001_b","g007_18_b","g007_33_b","g007_34_b","g007_35_b","g007_36_b","d054","d059","d060","d061","d078","e001","e002","e003","e004","y002","e012","e015","e018","e023","e025","e026","e027","e028","e033","e035","e036","e037","e039","e069_01","e069_02","e069_04","e069_05","e069_06","e069_07","e069_08","e069_18a","e069_18","e069_11","e069_12","e069_13","e069_14","e069_17","e069_20","e111_01","e114","e115","e116","e117","e179_wvs7","e181_evs5","e224","e225","e226","e227","e228","e229","e233","e233a","e233b","e235","e236","e263","e264","e265_01","e265_02","e265_03","e265_04","e265_05","e265_06","e265_07","e265_08","f025","f028","f028b_wvs7","f066_evs5","f034","f050","f051","f053","f054","f063","f114a","f115","f116","f117","f118","f119","f120","f121","f122","f123","f132","e290","f144_02","g005","g006","g052","g062","g063","g255","g256","g257","h009","h010","h011","x001","x002","x003","x003r","x003r2","g027a","x002_02a","x002_02b","v002","v002a","v002a_01","v001","v001a","v001a_01","x007","x026_01","x011","x013","x025a_01","x025r","w002a_01","w002r","v004am_01","v004rm","v004af_01","v004rf","x028","w003","x052","x035_evs5","x036e_wvs7","v097ef","w005_evs5","w006e_wvs7","x047_wvs7","x047e_evs5"
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721285,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,16.59,22.05,20170519,-4,-4,-4,128,"en",0.429426948,125231.12481,0.385208,"-4","-4",840022,3,2,1,1,1,2,2,1,2,2,8,7,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,-4,2,-4,3,4,2,3,3,4,1,1,1,3,2,2,1,4,4,4,4,1,2,2,3,2,1,1,2,2,1,2,2,2,4,2,3,4,3,2,2,2,3,2,3,2,3,-4,3,3,2,2,2,2,3,3,2,4,2,840002,-4,5,5,9,3,1,9,9,3,6,9,4,2,1,2,2,2,2,2,2,2,-2,2,3,1,-4,1,1,1,1,1,10,1,1,1,1,3,1,3,3,3,3,3,3,1,1,3,4,2,2,2,2,3,2,3,4,1,1979,38,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,3,5,3,5,3,4,2,4,2,1,5,1,-4,-1,6,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721286,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,39,17.47,18.26,20170501,-4,-4,-4,128,"en",0.650892809,125231.12481,0.385208,"-4","-4",840007,3,2,1,2,1,3,3,1,1,1,9,7,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,2,2,-4,2,-4,2,5,2,3,4,5,1,2,2,3,2,2,2,3,3,3,3,1,3,2,4,3,0,1,1,2,1,3,2,2,5,7,3,6,3,2,2,3,3,2,3,3,3,-4,3,3,3,3,2,3,6,4,2,4,1,5,-4,5,1,10,6,1,10,10,1,8,10,8,2,1,2,2,2,3,3,2,3,3,2,2,1,-4,1,1,1,1,1,10,1,4,1,1,10,2,3,8,1,4,1,1,1,1,2,4,2,3,2,2,2,1,3,3,2,1982,35,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,5,7,3,7,3,6,3,6,3,5,1,1,-4,-3,1,-4,1,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721287,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,13.09,13.47,20170504,-4,-4,-4,128,"en",0.313989101,125231.12481,0.385208,"-4","-4",840014,3,1,1,1,1,2,1,2,2,2,8,8,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2,3,2,-4,2,-4,2,4,2,3,4,2,1,2,2,3,3,3,1,3,3,3,3,1,2,2,3,2,0,2,2,3,1,2,2,2,10,3,5,10,1,2,3,3,3,4,4,4,3,-4,4,4,3,3,4,3,1,2,3,3,2,840002,-4,10,5,10,10,1,10,10,8,7,8,1,3,3,2,3,2,3,2,3,2,3,0,4,3,-4,1,1,0,1,0,10,2,3,1,1,8,3,5,5,5,1,7,1,5,1,2,3,2,3,2,2,2,2,4,4,1,1986,31,2,2,1,840,"US",1,840,"US",1,840,"US",6,1,0,2,4,2,-3,-3,3,2,3,2,1,-3,3,-4,3,6,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721288,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,7.46,10.12,20170514,-4,-4,-4,128,"en",0.576427607,125231.12481,0.385208,"-4","-4",840043,3,2,1,1,2,2,2,2,2,2,8,8,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,2,2,2,-4,2,-4,2,3,2,3,1,2,1,2,1,4,1,2,1,4,4,3,4,2,1,1,3,1,0,1,1,2,2,3,2,3,2,1,3,6,1,2,1,3,2,2,3,3,2,-4,4,3,3,2,3,2,5,3,3,3,1,840002,-4,10,2,10,6,3,7,10,3,8,10,8,2,1,1,2,2,3,3,4,2,4,1,4,3,-4,1,1,1,1,1,10,6,6,7,3,7,2,8,5,8,3,4,2,6,1,1,4,2,3,1,2,1,3,4,3,1,1969,48,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,4,5,3,5,3,3,2,4,2,1,1,2,-4,3,6,-4,3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721289,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,27,17.05,17.33,20170501,-4,-4,-4,128,"en",0.446563866,125231.12481,0.385208,"-4","-4",840005,3,3,1,2,2,3,2,2,2,2,8,7,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,3,4,2,3,2,3,1,2,2,3,2,2,1,3,3,3,3,1,2,1,2,2,0,1,1,3,1,3,3,3,6,7,5,3,5,2,1,4,4,2,3,2,2,-4,3,3,3,3,2,2,4,3,2,3,2,840001,-4,3,3,7,4,5,5,10,1,7,9,7,1,1,1,2,1,2,4,2,4,4,1,3,3,-4,1,1,1,1,1,8,1,1,1,1,8,6,3,5,7,3,3,1,5,1,1,3,3,3,2,4,2,2,2,2,2,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",6,1,0,1,8,3,-3,-3,7,3,6,3,1,-3,3,-4,1,5,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721290,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,17.23,17.53,20170501,-4,-4,-4,128,"en",0.483164428,125231.12481,0.385208,"-4","-4",840006,4,1,1,1,2,2,2,2,2,2,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,1,1,1,0,2,2,2,-4,2,-4,3,4,4,3,4,4,2,2,2,3,3,3,3,3,3,3,3,2,1,4,1,2,1,2,2,1,1,3,3,3,7,10,1,1,2,4,1,4,4,2,4,3,3,-4,2,4,3,4,2,-2,5,2,2,4,1,840004,-4,1,1,10,3,1,8,8,1,3,10,10,2,1,1,3,1,3,4,1,3,3,0,8,8,-4,3,0,0,0,0,1,1,5,6,1,5,7,5,6,7,7,5,3,6,1,1,3,4,4,4,4,1,4,4,4,1,1969,48,4,2,1,840,"US",1,840,"US",1,840,"US",1,1,1,2,4,2,6,3,3,2,4,2,1,1,2,-4,-1,4,-4,-1,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721291,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5,-5,20170502,-4,-4,-4,128,"en",1.261882569,125231.12481,0.385208,"-4","-4",840003,3,2,2,2,2,3,3,3,2,3,7,8,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,2,-4,2,2,3,4,4,3,2,2,2,3,3,3,2,3,3,3,3,1,3,3,1,1,0,3,1,2,1,3,3,3,5,7,7,7,4,2,2,3,3,2,2,2,2,-4,2,2,2,2,2,2,3,2,2,3,2,840002,-4,6,6,6,7,5,7,4,6,6,8,3,1,1,2,3,2,3,2,2,3,3,0,7,7,-4,3,0,0,0,0,4,7,5,5,3,8,3,3,5,3,3,5,5,5,1,2,3,2,3,2,2,2,2,2,3,1,1958,59,5,3,1,840,"US",0,392,"JP",1,840,"US",1,1,1,3,4,2,3,2,3,2,3,2,4,4,1,-4,-3,7,-4,-3,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721292,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,13.18,14.02,20170505,-4,-4,-4,128,"en",0.382852195,125231.12481,0.385208,"-4","-4",840014,3,2,1,1,2,2,2,1,1,1,9,8,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,1,2,2,-4,1,-4,4,2,3,3,2,4,1,2,2,2,2,2,2,2,2,3,3,2,1,4,2,3,0,2,1,2,2,2,2,2,8,7,1,2,1,2,2,3,3,2,3,3,3,-4,3,3,3,4,2,4,7,4,3,3,2,840001,-4,3,5,10,5,5,9,10,1,5,8,7,1,1,2,3,3,2,4,3,2,3,2,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,4,2,2,2,2,2,1,3,3,1,1990,27,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,0,2,6,3,4,2,6,3,6,3,1,1,3,-4,3,2,-4,3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721293,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,52,11.25,12.18,20170511,-4,-4,-4,128,"en",0.724636221,125231.12481,0.385208,"-4","-4",840042,3,1,1,1,1,2,1,1,1,2,9,10,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,2,-4,1,4,3,5,3,4,1,2,2,2,2,2,2,4,4,4,4,3,1,2,4,3,0,2,2,3,2,2,1,2,1,3,5,10,5,2,3,3,3,3,3,3,3,-4,4,3,3,2,3,2,1,3,2,4,2,840002,-4,8,1,10,7,1,10,10,10,6,8,1,2,1,2,2,2,3,3,2,2,3,2,2,2,-4,1,1,1,0,0,10,3,7,1,1,10,5,10,10,7,5,7,1,1,1,4,5,3,2,1,3,4,3,4,4,2,1991,26,2,1,2,724,"ES",1,840,"US",1,840,"US",2,1,0,2,6,3,6,3,6,3,7,3,1,7,2,-4,1,1,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721294,-3,840,"US",2,2017,201704,201705,8402017,5,-4,-4,-4,-4,-4,-4,-5,11.51,20.09,20170531,-4,-4,-4,128,"en",0.357651524,125231.12481,0.385208,"-4","-4",840003,3,2,2,2,1,3,1,1,2,3,9,6,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,2,2,2,-4,1,-4,2,2,2,4,2,2,1,2,2,2,1,1,2,3,3,1,3,2,1,3,1,1,0,1,1,4,1,3,3,3,5,7,3,4,1,1,1,3,3,2,3,1,-1,-4,3,3,1,3,2,1,4,4,1,3,3,5,-4,8,4,8,8,9,6,5,6,7,10,8,3,3,2,3,1,1,1,4,1,1,8,2,1,-4,1,1,0,1,1,6,7,5,1,3,3,6,8,8,2,9,6,2,5,1,1,5,3,3,4,4,4,3,3,3,1,1956,61,5,3,1,840,"US",1,840,"US",1,840,"US",3,2,5,2,4,2,-3,-3,4,2,4,2,4,-3,-1,-4,-3,9,-4,-3,3,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721295,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,43,22.54,23.38,20170502,-4,-4,-4,128,"en",0.328736699,125231.12481,0.385208,"-4","-4",840006,3,2,1,1,2,3,3,1,2,3,8,8,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,3,-4,3,4,2,2,4,2,1,3,2,3,3,3,2,2,3,2,2,2,1,4,2,3,1,2,1,1,1,1,1,2,8,7,1,1,1,1,2,4,4,2,3,4,3,-4,3,3,2,4,2,4,3,4,2,4,2,840004,-4,1,1,10,1,1,10,10,1,8,9,6,1,1,2,2,1,3,4,2,3,3,2,2,3,-4,1,1,1,1,1,10,1,1,1,1,1,1,2,4,1,1,1,1,7,1,1,3,3,3,3,2,1,2,4,2,1,1980,37,3,2,1,840,"US",1,840,"US",1,840,"US",6,1,0,1,6,3,-3,-3,5,3,3,2,1,-3,2,-4,1,4,-4,-3,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721296,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,56,15.59,16.56,20170501,-4,-4,-4,128,"en",0.59196257,125231.12481,0.385208,"-4","-4",840046,-5,1,1,1,2,2,3,3,1,2,7,7,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,2,-4,2,-4,1,5,3,2,2,5,1,2,1,2,1,1,2,4,4,4,4,3,2,4,2,3,0,1,1,1,1,1,1,2,3,1,5,10,3,3,2,1,2,2,3,2,2,-4,4,3,4,1,2,1,1,3,2,4,2,840002,-4,8,1,10,3,1,9,8,2,2,9,7,1,1,1,3,2,3,3,2,1,3,1,4,3,-4,1,1,1,1,1,5,3,7,7,3,10,5,9,8,8,3,9,7,2,1,3,5,2,3,2,3,4,2,4,4,2,1983,34,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,6,3,8,3,7,3,6,3,5,1,2,-4,-3,5,-4,1,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721297,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,65,18,19.06,20170501,-4,-4,-4,128,"en",2.017772384,125231.12481,0.385208,"-4","-4",840038,5,2,1,2,1,2,1,1,2,2,9,10,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,-4,3,-4,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,4,3,1,4,2,3,0,2,1,2,2,3,3,3,5,8,6,6,7,2,2,3,2,2,3,2,3,-4,3,3,3,3,3,3,5,2,2,2,2,840002,-4,5,5,5,5,5,5,10,5,5,8,5,2,3,2,3,2,2,2,2,2,3,0,2,1,-4,1,1,1,1,1,10,5,3,1,1,5,1,1,3,1,3,5,1,9,1,2,3,2,3,2,2,2,3,3,3,2,1979,38,3,2,1,840,"US",1,840,"US",1,840,"US",1,1,2,4,3,2,3,2,3,2,3,2,1,1,3,-4,-1,-1,-4,7,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721298,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,52,20.13,21.05,20170501,-4,-4,-4,128,"en",0.15949644,125231.12481,0.385208,"-4","-4",840025,4,2,1,1,1,2,3,4,2,1,8,7,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,1,-4,1,3,2,4,3,4,1,2,1,3,2,2,2,4,4,4,4,3,1,2,4,3,0,1,3,2,1,2,1,2,2,4,7,10,5,3,3,3,2,3,3,3,3,-4,3,3,3,2,3,3,4,3,3,4,2,840006,-4,8,1,8,8,2,9,10,4,3,8,6,1,1,2,2,4,3,2,3,2,3,0,8,8,-4,2,0,0,0,0,1,3,2,3,2,10,3,10,10,8,9,8,1,1,1,3,4,3,2,2,3,3,1,1,1,2,1987,30,2,2,1,840,"US",1,840,"US",1,840,"US",1,1,3,4,7,3,7,3,6,3,7,3,5,2,2,-4,-3,1,-4,1,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721299,-3,840,"US",2,2017,201704,201705,8402017,5,-4,-4,-4,-4,-4,-4,122,13.08,15.1,20170512,-4,-4,-4,128,"en",1.058998834,125231.12481,0.385208,"-4","-4",840024,-5,2,1,1,2,1,1,1,1,2,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,-4,3,-4,2,3,4,4,4,4,1,2,1,2,2,3,1,3,3,3,3,2,3,1,4,2,1,2,1,2,1,2,3,3,5,5,8,5,5,2,2,3,3,1,3,3,1,-4,3,3,3,1,3,3,7,1,1,-1,-1,840001,-4,5,5,5,5,5,5,10,6,5,5,5,1,1,4,4,4,4,4,2,1,4,0,1,2,-4,1,1,1,1,1,7,6,5,3,4,5,1,1,5,3,5,1,1,1,1,4,3,4,1,4,1,3,3,3,3,2,1964,53,4,3,1,840,"US",1,840,"US",1,840,"US",1,1,5,4,3,2,3,2,-1,-1,-1,-1,5,8,-2,-4,-3,-1,-4,-3,8,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721300,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,18.01,18.47,20170502,-4,-4,-4,128,"en",0.702445667,125231.12481,0.385208,"-4","-4",840025,-5,1,1,2,3,3,2,1,2,2,8,7,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,2,2,-4,1,-4,4,3,3,2,4,4,1,1,1,2,1,1,1,3,3,2,3,1,2,3,4,2,1,2,2,2,2,2,2,3,5,7,2,1,3,2,1,4,4,2,4,3,3,-4,2,4,3,4,3,4,1,3,3,4,2,5,-4,-2,1,10,3,1,9,8,1,5,8,5,3,3,2,3,1,3,4,2,2,3,1,2,2,-4,1,1,1,1,1,10,1,1,1,1,4,1,1,3,1,1,1,1,7,1,2,4,3,3,2,2,1,4,4,4,1,1940,77,6,3,1,840,"US",1,840,"US",1,840,"US",1,1,3,2,8,3,7,3,4,2,3,2,1,4,1,-4,1,6,-4,-3,7,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721301,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,91,21.01,22.32,20170501,-4,-4,-4,128,"en",1.897161691,125231.12481,0.385208,"-4","-4",840009,-5,2,1,1,1,2,2,1,2,2,10,9,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,-4,1,-4,3,3,2,2,3,2,1,2,1,2,2,2,2,3,3,3,3,2,1,1,3,1,0,2,1,2,1,2,3,3,8,7,6,7,1,1,1,3,3,1,2,2,3,-4,1,3,2,3,1,3,9,2,3,2,1,840001,-4,5,5,9,3,9,8,4,2,10,10,9,1,1,1,4,3,3,3,2,2,3,2,3,2,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,3,2,2,2,2,2,1,1,1,2,1969,48,4,2,1,840,"US",0,158,"TW",1,840,"US",1,1,3,5,6,3,6,3,2,1,3,2,5,1,2,-4,-3,7,-4,4,5,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721302,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,13.32,14.18,20170507,-4,-4,-4,128,"en",1.783976162,125231.12481,0.385208,"-4","-4",840032,5,1,1,1,1,4,1,-2,1,1,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,1,-4,1,5,3,1,3,3,1,4,2,4,4,4,1,3,1,3,3,1,2,1,3,1,1,1,1,4,3,1,3,1,10,10,10,1,1,4,1,4,4,4,4,1,4,-4,3,4,4,4,4,4,1,1,1,4,1,5,-4,10,10,10,10,1,10,10,1,1,10,10,1,1,2,4,1,4,4,4,1,1,1,8,8,-4,2,1,0,1,1,10,10,10,1,1,10,10,10,10,10,1,10,1,10,1,1,3,1,4,1,1,1,1,1,4,1,1993,24,1,1,1,840,"US",1,840,"US",1,840,"US",6,2,0,5,4,2,-3,-3,4,2,3,2,1,-3,2,-4,6,8,-4,-3,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721303,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,18.22,18.59,20170507,-4,-4,-4,128,"en",0.402301378,125231.12481,0.385208,"-4","-4",840027,4,2,1,2,2,3,2,2,1,1,9,10,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,-4,3,-4,2,4,3,3,4,4,1,3,2,3,3,3,1,3,3,4,3,1,3,4,3,2,1,2,1,3,2,3,3,3,5,1,5,1,4,2,2,3,3,2,3,3,3,-4,3,3,3,3,2,3,7,3,3,3,2,840002,-4,5,4,10,5,5,6,10,5,2,10,5,3,3,1,3,2,3,3,2,1,3,1,3,4,-4,2,1,1,1,1,5,1,3,1,1,10,1,5,6,4,5,8,1,8,1,1,3,2,2,1,1,1,2,3,3,2,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,1,3,6,3,6,3,7,3,3,2,1,1,2,-4,1,6,-4,1,6,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721304,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,25,15.55,16.21,20170501,-4,-4,-4,128,"en",0.248202439,125231.12481,0.385208,"-4","-4",840009,4,1,2,2,1,1,2,1,3,3,6,6,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,-2,-2,-2,-2,-2,1,1,2,-4,1,-4,2,4,2,2,2,4,2,3,2,3,2,2,3,3,3,3,3,3,1,4,2,3,1,2,1,1,1,1,1,1,2,9,4,1,6,3,3,2,2,2,3,1,4,-4,3,3,3,1,1,1,7,4,3,4,1,840002,-4,8,1,10,8,1,10,10,8,8,10,7,1,1,1,3,2,4,2,2,1,3,1,3,3,-4,1,1,1,1,1,8,1,1,1,1,8,4,7,7,6,6,1,1,4,1,2,3,2,2,2,3,2,2,2,3,1,1955,62,5,3,1,840,"US",0,840,"US",-1,-2,"-1",6,1,0,1,6,3,-3,-3,4,2,-1,-1,1,-3,3,-4,2,-1,-4,-3,2,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721305,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,80,13.04,14.25,20170428,-4,-4,-4,128,"en",0.499329612,125231.12481,0.385208,"-4","-4",840035,4,1,1,1,4,4,1,4,2,2,8,8,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-4,1,-4,5,1,5,5,1,1,3,4,4,2,4,4,2,1,1,1,1,2,1,4,2,3,0,2,1,2,2,3,1,3,10,8,8,3,5,4,1,2,2,1,4,2,1,-4,1,2,2,1,4,1,7,1,1,2,3,5,-4,8,8,8,6,8,6,8,8,8,8,8,2,2,1,2,2,2,2,2,3,1,0,8,7,-4,3,0,0,0,0,1,5,5,6,7,1,8,1,7,2,10,8,8,3,1,1,1,2,3,2,2,1,1,2,1,1,1989,28,2,1,1,840,"US",1,840,"US",1,840,"US",6,1,0,1,3,2,-3,-3,-1,-1,-1,-1,7,-3,3,-4,-3,0,-4,-3,4,-4
2,7,"4-0-0 (2022-12-14)","5-0-0 (2022-12-14)","doi:10.4232/1.14023","doi:10.14281/18241.21","WVS7",840721306,-3,840,"US",2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,204,13.25,16.49,20170505,-4,-4,-4,128,"en",0.594703182,125231.12481,0.385208,"-4","-4",840036,4,2,1,1,2,3,1,2,1,2,8,9,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,2,3,-4,3,-4,2,3,3,3,3,3,1,2,1,3,2,3,2,3,3,3,3,2,1,4,2,3,1,2,1,2,2,2,2,2,5,3,5,6,5,2,2,3,3,2,3,3,3,-4,3,3,3,3,2,3,5,2,2,2,2,840002,-4,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,0,6,6,-4,2,1,1,1,0,6,5,6,7,8,3,6,5,6,6,5,5,6,6,1,3,3,2,2,2,2,2,3,2,2,2,1992,25,2,1,1,840,"US",1,840,"US",1,840,"US",1,1,3,4,3,2,3,2,6,3,3,2,1,7,2,-4,11,7,-4,-3,2,-4
